table_name,key,db
CPH_CUSTOMER,CUSTOMER_EID,cidb_prd
CPH_CUSTOMER_ADDRESS,CUSTOMER_EID|ADDR_TYPE,cidb_prd
CPH_CUSTOMER_EMAIL,CUSTOMER_EID|EMAIL_ADDR,cidb_prd
CPH_CUSTOMER_EMPLOYEE,CUSTOMER_EID,cidb_prd
CPH_CUSTOMER_MARKETING,CUSTOMER_EID|MARKETING_PREF_ID,cidb_prd
CPH_CUSTOMER_PETPERKS,CUSTOMER_EID|PETPERKS_ID,cidb_prd
CPH_CUSTOMER_PHONE,CUSTOMER_EID|PHONE_NBR,cidb_prd
CPH_CUSTOMER_XREF,CUSTOMER_EID|CUSTOMER_SRC_CD|CUSTOMER_SRC_ID,cidb_prd
CPH_PET_BREED,PET_BREED_ID,cidb_prd
CPH_PET_COLOR,PET_COLOR_ID,cidb_prd
CPH_PET_GENDER,PET_GENDER_ID,cidb_prd
CPH_PET_MASTER,PET_EID,cidb_prd
CPH_PET_OWNER,PET_EID|CUSTOMER_SRC_CD|CUSTOMER_SRC_ID,cidb_prd
CPH_PET_ROOM_TYPE,PET_ROOM_TYPE_ID,cidb_prd
CPH_PET_SPECIES,PET_SPECIES_ID,cidb_prd
CPH_PET_VARIETY,PET_VARIETY_ID,cidb_prd
CPH_PET_XREF,PET_EID|PET_SRC_CD|PET_SRC_ID,cidb_prd
CS_PRODUCT_GROUP_COMP_SKU,PRODUCT_ID,cidb_prd
CS_PRODUCT_GROUP_RULE,CS_PRODUCT_GROUP_ID|RULE_NBR|START_DT,cidb_prd
CS_PRODUCT_GROUP_SKU,CS_PRODUCT_GROUP_ID|PRODUCT_ID,cidb_prd
CS_PRODUCT_GROUP_SKU_ADJ,CS_PRODUCT_GROUP_ID|START_DT|PRODUCT_ID,cidb_prd
CUST_STORE_DISTANCE,CUST_STATE_CD|CUST_LATITUDE|CUST_LONGITUDE|STORE_NBR,cidb_prd
CUSTOMER_ADDRESS,ADDR_ID,cidb_prd
CUSTOMER_ADDRESS_XREF,CUSTOMER_EID|ADDR_ID|START_DT,cidb_prd
CUSTOMER_DEVICE,CUSTOMER_EID|DEVICE_NUM|START_DT,cidb_prd
CUSTOMER_EMAIL,CUSTOMER_EID|EMAIL_ADDR|START_DT,cidb_prd
CUSTOMER_GROUPING,CUSTOMER_EID|CUSTOMER_GROUPING_ID|START_DT,cidb_prd
CUSTOMER_GROUPING_TYPE,CUSTOMER_GROUPING_TYPE_ID,cidb_prd
CUSTOMER_ID_TYPE,CUSTOMER_ID_TYPE,cidb_prd
CUSTOMER_LIFETIME_VALUE,CUSTOMER_EID,cidb_prd
CUSTOMER_LIFETIME_VALUE_RUN_HIST,CLV_SCORING_RUN_TSTMP|CLV_MODEL_ID,cidb_prd
CUSTOMER_LOYALTY_POINTS_TRACKING,LOYALTY_NBR,cidb_prd
CUSTOMER_MASTER,CUSTOMER_EID,cidb_prd
CUSTOMER_MERCH_PREFERENCE,CUSTOMER_SRC_CD|CUSTOMER_SRC_ID|EMAIL_ADDR|PROGRAM_ID|MERCH_TYPE,cidb_prd
CUSTOMER_PAY_TOKEN,CUSTOMER_EID|PAY_TOKEN|START_DT,cidb_prd
CUSTOMER_PET_XREF,CUSTOMER_EID|PET_EID|START_DT,cidb_prd
CUSTOMER_PETPERKS,CUSTOMER_EID|PETPERKS_ID|START_DT,cidb_prd
CUSTOMER_PHONE,CUSTOMER_EID|PHONE_NBR|START_DT,cidb_prd
CUSTOMER_PREFERENCE,CUSTOMER_SRC_CD|CUSTOMER_SRC_ID|MKTG_PROGRAM_CD,cidb_prd
CUSTOMER_PUPPY_PET,CUSTOMER_SRC_CD|CUSTOMER_SRC_ID|EMAIL_ADDR|PET_NAME|FOOD_BRAND_CD,cidb_prd
CUSTOMER_REJECTS,CUSTOMER_SRC_ID|CUSTOMER_SRC_VALUE,cidb_prd
CUSTOMER_SALES_PROFILE,CUSTOMER_EID,cidb_prd
CUSTOMER_SALES_QUINTILE,CUSTOMER_EID,cidb_prd
CUSTOMER_SALES_QUINTILE_GRP,CUSTOMER_SALES_QUINTILE_GRP_CD|START_DT,cidb_prd
CUSTOMER_SALES_QUINTILE_HIST_20190828,CUSTOMER_EID|CURRENT_PERIOD_START_DT|CURRENT_PERIOD_END_DT,cidb_prd
CUSTOMER_SEGMENT,CUSTOMER_SEGMENT_CD|START_DT,cidb_prd
CUSTOMER_SEGMENT_SPECIES_GRP,CUSTOMER_SEGMENT_SPECIES_GRP_CD|START_DT,cidb_prd
CUSTOMER_SEGMENTATION,CUSTOMER_EID,cidb_prd
CUSTOMER_SEGMENTATION_HIST,CUSTOMER_EID|PERIOD_START_DT|PERIOD_END_DT,cidb_prd
CUSTOMER_SEGMENTATION_HIST_20190828,CUSTOMER_EID|PERIOD_START_DT|PERIOD_END_DT,cidb_prd
CUSTOMER_SPECIES_INACTIVE,CUSTOMER_EID,cidb_prd
CUSTOMER_SPECIES_INACTIVE_HIST,CUSTOMER_EID|PERIOD_START_DT|PERIOD_END_DT,cidb_prd
CUSTOMER_SPECIES_INACTIVE_HIST_20190828,CUSTOMER_EID|PERIOD_START_DT|PERIOD_END_DT,cidb_prd
CUSTOMER_SRC,CUSTOMER_SRC_ID,cidb_prd
CUSTOMER_SUB_SEGMENT,CUSTOMER_SUB_SEGMENT_CD|START_DT,cidb_prd
CUSTOMER_XREF,CUSTOMER_EID|CUSTOMER_SRC_ID|CUSTOMER_SRC_VALUE|START_DT,cidb_prd
DEVICE_PREF,DEVICE_NO|START_TSTMP,cidb_prd
DSR_REQUEST,DSR_REFERENCE_ID|DSR_REQUEST_ID|DSR_REQUEST_TYPE_ID|DSR_REQUEST_TSTMP|CUSTOMER_EID|DSR_STATUS_ID,cidb_prd
DSR_REQUEST_TYPE,DSR_REQUEST_TYPE_ID,cidb_prd
DSR_STATUS,DSR_STATUS_ID,cidb_prd
EMAIL_CAPTURE,EMAIL_ADDR,cidb_prd
EMAIL_PREF,EMAIL_ADDR|START_TSTMP,cidb_prd
HH_CAMPAIGN_HIERARCHY,CAMPAIGN_HIERARCHY_ID,cidb_prd
HH_CUSTOMER_COMMUNICATION,CUSTOMER_COMMUNICATION_KEY|CAMPAIGN_HIERARCHY_ID|CAMPAIGN_CD|COMMUNICATION_DT,cidb_prd
HH_OMNITURE_COMMUNICATION,OMNITURE_COMMUNICATION_KEY,cidb_prd
MA_EVENT_RESTATE_HIST,LOAD_DT|MA_EVENT_ID,cidb_prd
MA_MOVEMENT_PRE,DAY_DT|PRODUCT_ID|LOCATION_ID|MOVEMENT_ID|PO_NBR|PO_LINE_NBR|MA_EVENT_ID,cidb_prd
MDM_CUSTOMER_EID_GID_XREF,CUSTOMER_EID|START_DT,cidb_prd
MDM_SUSPECT_GROUP,SUSPECT_ID|START_DT,cidb_prd
MDM_SUSPECT_GROUP_INS_PRE,SUSPECT_ID|SUSPECT_TYPE_ID,cidb_prd
MDM_SUSPECT_GROUP_TYPE,SUSPECT_GROUP_TYPE_ID,cidb_prd
MDM_SUSPECT_PRE,SUSPECT_ID,cidb_prd
MDM_SUSPECT_TYPE,SUSPECT_TYPE_ID,cidb_prd
PET_BREED,PET_BREED_ID,cidb_prd
PET_COLOR,PET_COLOR_ID,cidb_prd
PET_GENDER,PET_GENDER_ID,cidb_prd
PET_MASTER,PET_EID,cidb_prd
PET_PODS,LOYALTYNBR|PET_ID,cidb_prd
PET_SPECIES,PET_SPECIES_ID,cidb_prd
PET_SRC,PET_SRC_ID,cidb_prd
PET_XREF,PET_EID|PET_SRC_ID|PET_SRC_VALUE|START_DT,cidb_prd
PETM_GENDER,PETM_GENDER_ID,cidb_prd
PETM_GENDER_XREF,PETM_GENDER_XREF_ID,cidb_prd
PETM_PET_BREED,PETM_PET_BREED_ID,cidb_prd
PETM_PET_BREED_XREF,PETM_PET_BREED_XREF_ID,cidb_prd
PETM_PET_COLOR,PETM_PET_COLOR_ID,cidb_prd
PETM_PET_COLOR_XREF,PETM_PET_COLOR_XREF_ID,cidb_prd
PETM_PET_CONDITION,PETM_PET_CONDITION_ID,cidb_prd
PETM_PET_CONDITION_XREF,PETM_PET_CONDITION_XREF_ID,cidb_prd
PETM_PET_MEDICATION,PETM_PET_MEDICATION_ID,cidb_prd
PETM_PET_MEDICATION_XREF,PETM_PET_MEDICATION_XREF_ID,cidb_prd
PETM_PET_SPECIES,PETM_PET_SPECIES_ID,cidb_prd
PETM_PET_SPECIES_XREF,PETM_PET_SPECIES_XREF_ID,cidb_prd
PETM_PET_SYSTEM,PETM_PET_SYSTEM_ID,cidb_prd
PETM_PET_VACCINATION,PETM_PET_VACCINATION_ID,cidb_prd
PETM_PET_VACCINATION_XREF,PETM_PET_VACCINATION_XREF_ID,cidb_prd
PETM_RATING,PETM_RATING_ID,cidb_prd
PETM_RATING_TYPE,PETM_RATING_TYPE_ID,cidb_prd
PHONE_PREF,PHONE_NO|SHORT_CODE|START_TSTMP,cidb_prd
PODS_ADDRESS,PODS_ADDR_ID,cidb_prd
PODS_AGENT,PODS_AGENT_ID,cidb_prd
PODS_BRAND,PODS_BRAND_ID,cidb_prd
PODS_CHANNEL,PODS_CHANNEL_ID,cidb_prd
PODS_COMMUNICATION_TYPE,PODS_COMMUNICATION_TYPE_ID,cidb_prd
PODS_CONTACT_PURPOSE,PODS_CONTACT_PURPOSE_ID,cidb_prd
PODS_CUSTOMER,PODS_CUSTOMER_ID,cidb_prd
PODS_CUSTOMER_CONTACT_METHOD,PODS_CUSTOMER_CONTACT_METHOD_ID,cidb_prd
PODS_CUSTOMER_CONTACT_PREF,PODS_CUSTOMER_CONTACT_PREF_ID,cidb_prd
PODS_CUSTOMER_LOYALTY,PODS_CUSTOMER_LOYALTY_ID,cidb_prd
PODS_CUSTOMER_PET,PODS_CUSTOMER_PET_ID,cidb_prd
PODS_CUSTOMER_STATUS,PODS_CUSTOMER_STATUS_ID,cidb_prd
PODS_DEVICE,PODS_DEVICE_ID,cidb_prd
PODS_EMAIL_ADDRESS,PODS_EMAIL_ADDR_ID,cidb_prd
PODS_EMPLOYEE,PODS_EMPLOYEE_ID,cidb_prd
PODS_HOUSEHOLD,PODS_HOUSEHOLD_ID,cidb_prd
PODS_HOUSEHOLD_RELATION,PODS_HOUSEHOLD_RELATION_ID,cidb_prd
PODS_LOGON,PODS_LOGON_ID,cidb_prd
PODS_LOYALTY_PROGRAM,PODS_LOYALTY_PROGRAM_ID,cidb_prd
PODS_LOYALTY_STATUS,PODS_LOYALTY_STATUS_ID,cidb_prd
PODS_PARTY,PODS_PARTY_ID,cidb_prd
PODS_PET,PODS_PET_ID,cidb_prd
PODS_PET_CONDITION,PODS_PET_CONDITION_ID,cidb_prd
PODS_PET_FOOD,PODS_PET_FOOD_ID,cidb_prd
PODS_PET_MEDICATIONS,PODS_PET_MEDICATIONS_ID,cidb_prd
PODS_PET_PREF,PODS_PET_PREF_ID,cidb_prd
PODS_PET_RATING,PODS_PET_RATING_ID,cidb_prd
PODS_PET_STATUS,PET_STATUS_ID,cidb_prd
PODS_PET_TYPE_PREFERENCE,PODS_PET_TYPE_PREF_ID,cidb_prd
PODS_PET_VACCINATION,PODS_PET_VACCINATION_ID,cidb_prd
PODS_PET_VET_CLINIC,PODS_PET_VET_CLINIC_ID,cidb_prd
PODS_PHONE,PODS_PHONE_ID,cidb_prd
PODS_PHOTO,PODS_PHOTO_ID,cidb_prd
PODS_PRODUCT_TYPE,PODS_PRODUCT_TYPE_ID,cidb_prd
PODS_PROFILE_COMPLETE_STATUS,LOYALTY_NBR|PODS_LOYALTY_PROGRAM_ID,cidb_prd
PODS_SRC_IDENTIFIER,PODS_SRC_IDENTIFIER_ID,cidb_prd
PODS_STATUS,PODS_STATUS_ID,cidb_prd
PODS_STORE_PREF,PODS_STORE_PREF_ID,cidb_prd
PODS_WALLET,PODS_CARD_ID,cidb_prd
SALES_CUSTOMER_ID,DAY_DT|SALES_INSTANCE_ID|CUSTOMER_ID_TYPE|CUSTOMER_ID_VALUE,cidb_prd
SALES_CUSTOMER_LINK,DAY_DT|SALES_INSTANCE_ID|CUSTOMER_EID|START_DT,cidb_prd
SALES_CUSTOMER_LINK_EXCL,SALES_INSTANCE_ID|SALES_CUSTOMER_LINK_EXCL_TYPE_ID,cidb_prd
SALES_CUSTOMER_LINK_EXCL_TYPE,SALES_CUSTOMER_LINK_EXCL_TYPE_ID,cidb_prd
SALES_CUSTOMER_LINK_TYPE,SALES_CUSTOMER_LINK_TYPE_ID,cidb_prd
SALES_TRANS_SKU_TEMPT,DAY_DT|SALES_INSTANCE_ID_DIST_KEY|PRODUCT_ID,cidb_prd
SLS_ISSUE,DAY_DT|SALES_INSTANCE_ID_DIST_KEY|PRODUCT_ID,cidb_prd
US_CA_NEIGHBOR_STATES,STATE_CD|NEIGHBOR_STATE_CD,cidb_prd
USR_MDM_STATIC_SUSPECT,SUSPECT_ID,cidb_prd
WELCOME_SERIES_2,PODS_CUSTOMER_ID|LOAD_TSTMP,cidb_prd
WELCOME_SERIES_2_20200507,PODS_CUSTOMER_ID|LOAD_TSTMP,cidb_prd
AC_AUDIT_STATS,AUDIT_ID|AUDIT_SEQ,edw_prd
ADOPTION_GROUP,ADOPTION_GROUP_ID,edw_prd
ADOPTION_SKU,SKU_NBR,edw_prd
AFTERPAY_BIN,AFTERPAY_BIN_ID|AFTERPAY_BIN_NBR,edw_prd
AIMIA_TRANS_SYNC_PRE,BATCH_LOAD_NBR|TRANS_EXTERNAL_REF|MEMBER_ACCOUNT_ID,edw_prd
ALLIVET_DAILY_INVOICE_PRE,INVOICE_POSTING_DATE|INVOICE_CODE|TRANSACTION_TYPE|ALLIVET_ORDER_CODE|ALLIVET_SKU,edw_prd
ALLIVET_DAILY_ORDER_PRE,ALLIVET_ORDER_CODE|ALLIVET_ORDER_LINE_NUMBER,edw_prd
ALLIVET_DAILY_SYSTEM_AUDIT_PRE,ALLIVET_ORDER_CODE|ALLIVET_ORDER_COUNTER,edw_prd
ALLIVET_INVOICE_DAY,INVOICE_POSTING_DT|INVOICE_CD|TXN_TYPE|ALLIVET_ORDER_NBR|ALLIVET_SKU_NBR,edw_prd
ALLIVET_ORDER_DAY,ALLIVET_ORDER_NBR|ALLIVET_ORDER_LN_NBR,edw_prd
ALLIVET_ORDER_STATUS_DAY,ALLIVET_ORDER_NBR,edw_prd
ALLIVET_SYSTEM_AUDIT_DAY,ALLIVET_ORDER_NBR|ALLIVET_ORDER_CNTR,edw_prd
AMS_BOUNCEBACK_TYPE,AMS_BOUNCEBACK_TYPE_ID,edw_prd
AMS_CUST_GROUP,CUST_GROUP_ID,edw_prd
AMS_CUST_GROUP_PRE,CUST_GROUP_ID,edw_prd
AMS_DISC_EVAL_TYPE,DISC_EVAL_TYPE_ID,edw_prd
AMS_DISCOUNT_AMT_TYPE,DISCOUNT_AMT_TYPE_ID,edw_prd
AMS_DISCOUNT_TYPE,DISCOUNT_TYPE_ID,edw_prd
AMS_ISSUANCE_PRE,ISSUANCE_ID|ISSUANCE_TSTMP,edw_prd
AMS_ISSUANCE_RAW,ISSUANCE_ID|ISSUANCE_TSTMP,edw_prd
AMS_LOCATION_GROUP,LOCATION_GROUP_ID,edw_prd
AMS_LOCATION_GROUP_STORE,LOCATION_GROUP_ID|AMS_LOCATION_ID,edw_prd
AMS_LOCATION_GROUP_STORE_PRE,LOCATION_GROUP_ID|AMS_LOCATION_ID,edw_prd
AMS_OFFER,OFFER_ID,edw_prd
AMS_OFFER_CATEGORY,OFFER_CATEGORY_ID,edw_prd
AMS_OFFER_CHARGEBACK,OFFER_CHARGEBACK_ID,edw_prd
AMS_OFFER_CUST_GROUP,OFFER_ID|CUST_GROUP_ID,edw_prd
AMS_OFFER_CUST_GROUP_PRE,OFFER_ID|CUST_GROUP_ID,edw_prd
AMS_OFFER_DISCOUNT,OFFER_ID|TIER_ID,edw_prd
AMS_OFFER_DISCOUNT_PRE,OFFER_ID|TIER_ID,edw_prd
AMS_OFFER_LIMIT_TYPE,OFFER_LIMIT_TYPE_ID,edw_prd
AMS_OFFER_LOCATION_GROUP,OFFER_ID|LOCATION_GROUP_ID,edw_prd
AMS_OFFER_LOCATION_GROUP_PRE,OFFER_ID|LOCATION_GROUP_ID,edw_prd
AMS_OFFER_LOCATION_GROUP_STORE,OFFER_ID|LOCATION_GROUP_ID|AMS_LOCATION_ID,edw_prd
AMS_OFFER_PRINTED_MSG,OFFER_ID|TIER_ID,edw_prd
AMS_OFFER_PRINTED_MSG_PRE,OFFER_ID|TIER_ID,edw_prd
AMS_OFFER_PRODUCT_GROUP,OFFER_ID|TIER_ID|PRODUCT_GROUP_ID,edw_prd
AMS_OFFER_PRODUCT_GROUP_PRE,OFFER_ID|TIER_ID|PRODUCT_GROUP_ID,edw_prd
AMS_OFFER_PRODUCT_GROUP_TYPE,OFFER_PRODUCT_GROUP_TYPE_ID,edw_prd
AMS_OFFER_PRODUCT_GROUP_UPC,OFFER_ID|PRODUCT_GROUP_ID|UPC_ID,edw_prd
AMS_OFFER_RPT,OFFER_ID,edw_prd
AMS_OFFER_STATUS,OFFER_STATUS_ID,edw_prd
AMS_OFFER_SUBMISSION,AMS_OFFER_SUBMISSION_ID,edw_prd
AMS_OFFER_SUBMISSION_PRE,AMS_OFFER_SUBMISSION_ID,edw_prd
AMS_OFFER_TRIGGER,OFFER_ID|TRIGGER_ID,edw_prd
AMS_OFFER_TRIGGER_PRE,OFFER_ID|TRIGGER_ID,edw_prd
AMS_PRINTED_MSG_TYPE,PRINTED_MSG_TYPE_ID,edw_prd
AMS_PRODUCT_GROUP,PRODUCT_GROUP_ID,edw_prd
AMS_PRODUCT_GROUP_UPC,PRODUCT_GROUP_ID|UPC_ID,edw_prd
AMS_PRODUCT_GROUP_UPC_PRE,PRODUCT_GROUP_ID|UPC_ID,edw_prd
AMS_QTY_UNIT_TYPE,QTY_UNIT_TYPE_ID,edw_prd
AREA,AREA_ID,edw_prd
ARTICLE_CATEGORY,ARTICLE_CATEGORY_ID,edw_prd
ARTMAS_PRE,ARTICLE_NBR,edw_prd
AUD_FILE_CONTROL,FILE_PREFIX_TX|FILE_EXTRACT_TSTMP,edw_prd
AUD_FILE_CONTROL_PRE,FILE_PREFIX_TX|FILE_EXTRACT_TSTMP,edw_prd
AUTHORIZATION_APPROVAL,AUTH_APPROVAL_CODE,edw_prd
BAL_FILE,BAL_FILE_ID,edw_prd
BAL_FILE_INTRFACE,DAY_DT|BAL_FILE_ID|BAL_SEQ_NBR|BAL_FAIL_FLAG,edw_prd
BANFIELD_EMPLOYEE,BANF_EMPL_ID,edw_prd
BANFIELD_KPIS,BANF_LOCATION_ID,edw_prd
BANFIELD_KPIS_HIST,BANF_LOCATION_ID|BANF_YEAR|BANF_PERIOD,edw_prd
BANFIELD_SITE,BANF_LOCATION_ID,edw_prd
BATHER_STAFF_SCHEDULE,FISCAL_MO|STORE_NBR,edw_prd
BATHER_STAFF_SCHEDULE_LAST_MONTH,FISCAL_MO|STORE_NBR,edw_prd
BATHER_STAFF_SCHEDULE_LAST_MONTH_PRE,FISCAL_MO|STORE_NBR,edw_prd
BATHER_STAFF_SCHEDULE_PRE,FISCAL_MO|STORE_NBR,edw_prd
BI_EVENT_OTB_PLAN_WEEK_PRE,WEEK_DT|PRODUCT_ID|SKU_NBR|COUNTRY_CD|LOCATION_TYPE_ID,edw_prd
BP_ITEM_DETAIL,PROCESS_DT|PROCESS_TYPE|ORDER_NBR|ORDER_SFX_NBR|LINE_NBR|ITEM_CONCATENATED,edw_prd
BRAND,BRAND_CD,edw_prd
BRAND_CLASSIFICATION,BRAND_CLASSIFICATION_ID,edw_prd
BRAND_PRE,BRAND_CD,edw_prd
BUYER,BUYER_ID,edw_prd
CA_ANALYSIS_DATA_MB,CA_ANALYSIS_INSTANCE_ID|BASE_CA_PRODUCT_GROUP_ID|ATTACH_CA_PRODUCT_GROUP_TYPE_ID|ATTACH_CA_PRODUCT_GROUP_ID|BASE_IND|CA_STORE_GROUP_ID|CA_DATE_GROUP_ID|TY_LY_FLAG|CA_CUST_GROUP_COHORT_ID|CA_TXN_GROUP_COHORT_ID|CURRENCY_TYPE_ID,edw_prd
CARRIER_PROFILE,CARRIER_ID,edw_prd
CARRIER_PROFILE_PRE,CARRIER_ID,edw_prd
CARRIER_PROFILE_WMS_PRE,SHIP_VIA,edw_prd
CASE_DEPT,CASE_DEPT_CD,edw_prd
CASE_EMPL_PROFILE_HIST,EMPLOYEE_ID,edw_prd
CASE_HRP_PRE,HRP1001_OBJID,edw_prd
CASE_PRIORITY,CASE_PRIORITY_ID,edw_prd
CASE_PROJECT,CASE_INITIATIVE_CD|LOCATION_ID,edw_prd
CASE_PROJECT_TYPE,CASE_PROJECT_TYPE_CD,edw_prd
CASE_RFX_LOOK_UP_PRE,RFX_TYPE|RFX_KEY,edw_prd
CASE_RFX_PROJECT_PRE,INITIATIVE_ID|STORE_ID,edw_prd
CASE_RFX_TASK_PRE,INITIATIVE_ID|STORE_ID|TASK_ID,edw_prd
CASE_RGN_W_NO_RVP_PRE,CASE_REGION_CD,edw_prd
CASE_ROLE,CASE_ROLE_CD,edw_prd
CASE_STR_DEPT_LKP,JOB_CODE,edw_prd
CASE_STR_OPN_CLS_HIST,LOCATION_ID,edw_prd
CASE_TASK,CASE_INITIATIVE_CD|LOCATION_ID|CASE_TASK_CD,edw_prd
CASE_TIME_ZONE_XREF,TIME_ZONE_PETM,edw_prd
CASE_UNIT_HIER_PRE,LEVEL1_CD|LEVEL2_CD|LEVEL3_CD|LEVEL3_2_CD|LEVEL4_CD|LEVEL5_CD,edw_prd
CASE_WORK_STATUS,CASE_WORK_STATUS_CD,edw_prd
CASH_OFFICE_TOTAL_PRE,DAY_DT|STORE_NBR|RECORD_TYPE|TOTAL_TYPE|TENDER_TYPE,edw_prd
CASH_OFFICE_VARIANCE_PRE,DAY_DT|STORE_NBR|RECORD_TYPE|VARIANCE_TYPE|TENDER_TYPE|CASHIER_NBR,edw_prd
CATALOG,CATALOG_NBR,edw_prd
CATALOG_PRODUCT,CATALOG_NBR|ITEM_CONCATENATED,edw_prd
CC_AGENT_CONNECTION_DETAIL_PRE,SESSION_ID|SESSION_SEQ_NUM|NODE_ID|RESOURCE_ID|QINDEX|PROFILE_ID|START_DATE_TIME,edw_prd
CC_CONTACT_CALL_DETAIL_PRE,SESSION_ID|SESSION_SEQ_NUM|NODE_ID|PROFILE_ID,edw_prd
CC_CONTACT_QUEUE_DETAIL_PRE,SESSION_ID|SESSION_SEQ_NUM|NODE_ID|PROFILE_ID|QINDEX|TARGET_ID|TARGET_TYPE,edw_prd
CC_CONTACT_SERVICE_QUEUE_PRE,RECORD_ID,edw_prd
CC_RESOURCE_GROUP_PRE,RESOURCE_GROUP_ID|PROFILE_ID,edw_prd
CC_RESOURCE_PRE,RESOURCE_ID|PROFILE_ID,edw_prd
CC_RESOURCE_SKILL_MAPPING_PRE,RESOURCE_SKILL_MAP_ID|SKILL_ID|PROFILE_ID,edw_prd
CC_SKILL_GROUP_PRE,SKILL_GROUP_ID|SKILL_ID|PROFILE_ID,edw_prd
CC_SKILL_PRE,SKILL_ID|PROFILE_ID,edw_prd
CC_TEAM_PRE,TEAM_ID|PROFILE_ID,edw_prd
CDB_TP_CUST_LOAD_CTRL_PRE,TP_CUSTOMER_NBR,edw_prd
CDB_TP_PET_LOAD_CTRL_PRE,TP_CUSTOMER_NBR,edw_prd
CDC_EMAIL,CDC_EMAIL_ID,edw_prd
CDC_FIRST_NAME,CDC_FIRST_NAME_ID,edw_prd
CDC_LAST_NAME,CDC_LAST_NAME_ID,edw_prd
CDC_PHONE_NBR,CDC_PHONE_NBR_ID,edw_prd
CI_52WK_LANE_MONTH,CAL_MO|SAP_DEPT_ID|COUNTRY_CD|PRICING_ROLE_ID|CHANNEL_POSITION_ID|GBB_ID|BRAND_NAME,edw_prd
CI_52WK_PLAN_DEPT_MONTH,CAL_MO|SAP_DEPT_ID|COUNTRY_CD,edw_prd
CI_52WK_SLS_PERF_MONTH,CAL_MO|COMP_COMPANY_ID|PRODUCT_ID|LOCATION_ID,edw_prd
CI_COMP_BRAND,CAL_MO|SAP_DEPT_ID|COMP_COMPANY_ID|PETM_BRAND_NAME|COMP_BRAND_NAME,edw_prd
CI_COMP_COMPANY,COMP_COMPANY_ID,edw_prd
CI_COMP_RAW_PRE,SHOP_DT|COMP_ID|COMP_UPC_ID,edw_prd
CI_COMP_SKU_DAY,DAY_DT|COMP_ID|PRODUCT_ID,edw_prd
CI_COMPETITOR,COMP_ID,edw_prd
CI_SHOP_HIST,DAY_DT|COMP_ID|COMP_UPC_ID,edw_prd
CI_SHOP_LIST,CAL_MO|PRODUCT_ID|COMP_COMPANY_ID,edw_prd
CKB_FLR_FIXTURE,CKB_DB_FLR_FIXTURE_KEY|CKB_DB_FLOOR_PLAN_KEY,edw_prd
